File Name,Task,Recording Number,Cluster Number,Step Number,Property,Round Number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,Task,RoundNumber,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,

Back.txt,Flat,10.02.13,1,2,Py,,,,,,,,,,,,,,,,,,,,,,,Rocks
,,,,,,2.0000,-467.4859,-440.9149,-415.3208,-391.3004,-366.7069,-342.1245,-317.1316,-293.0200,-268.9055,-245.7204,-224.1778,-201.2765,-178.1821,-154.8091,-130.7880,-105.3005,-80.1443,-53.5465,-25.8801,-0.0300,,,2.0000,-547.8860,-520.2074,-495.5498,-472.3039,-448.8465,-425.1201,-399.4951,-376.5838,-353.7017,-331.0865,-309.1617,-286.4660,-263.3601,-240.2642,-216.5578,-193.0958,-168.5830,-140.4220,-113.3126,-86.3179,
,,,,,,3.0000,-511.4664,-486.4793,-462.1807,-438.7027,-414.9288,-391.1660,-365.7085,-340.0069,-314.3135,-288.6150,-263.7873,-240.2143,-215.5595,-191.3872,-167.6841,-145.5507,-123.7940,-99.4429,-73.4465,-47.4571,,,3.0000,-557.9059,-531.1641,-506.9493,-481.1872,-455.2281,-428.8538,-402.5695,-377.9004,-353.2162,-328.5091,-306.9125,-285.9572,-265.0267,-244.3951,-223.4781,-202.5608,-181.2327,-156.9326,-131.2606,-105.7114,
,,,,,,4.0000,-454.1249,-427.3674,-401.5938,-377.6835,-353.8177,-329.9717,-305.4247,-281.6778,-257.9148,-234.1675,-212.5015,-189.8857,-167.3695,-144.7739,-122.3610,-99.4390,-76.7458,-53.0207,-29.3087,-5.9288,,,4.0000,-540.8116,-518.0528,-494.1827,-469.4717,-443.5621,-417.5914,-391.8159,-367.2827,-342.7448,-319.4130,-299.9348,-280.2017,-260.2772,-241.4945,-221.6697,-201.1881,-180.3122,-157.2734,-133.6549,-110.3350,
,,,,,,5.0000,-506.6099,-479.2667,-453.7960,-430.0275,-406.1703,-382.3291,-356.0552,-330.6700,-305.7354,-280.7971,-257.7283,-235.5215,-212.9707,-190.7421,-167.8944,-144.7373,-121.8961,-97.6076,-72.5710,-48.3353,,,9.0000,-545.2076,-519.2493,-494.0570,-469.9424,-445.4904,-420.6188,-394.8705,-371.4737,-348.0574,-325.6188,-304.3267,-284.2381,-264.0208,-243.1684,-220.5661,-197.2870,-172.4725,-142.5556,-116.9208,-93.6566,
,,,,,,6.0000,-516.4548,-489.0171,-465.7485,-442.8285,-420.1930,-396.7758,-372.4297,-348.4017,-324.3590,-303.0281,-280.5363,-257.0156,-234.2339,-211.2853,-186.7980,-160.5476,-133.5774,-104.0783,-74.7706,-47.6189,,,13.0000,-538.7633,-512.9261,-489.3619,-464.7357,-439.8991,-414.3952,-391.1484,-367.9541,-344.7459,-324.4893,-305.8222,-286.5424,-266.4426,-244.6550,-222.2458,-200.0897,-176.4035,-151.5597,-129.4919,-108.2200,
,,,,,,8.0000,-520.0962,-495.3224,-470.6317,-445.2344,-419.8577,-393.4332,-365.9588,-339.0871,-312.2191,-285.5807,-261.9096,-239.5161,-217.8862,-197.2217,-176.7043,-155.6870,-134.3284,-110.5460,-85.8378,-39.5633,,,14.0000,-569.6160,-544.9976,-520.6399,-496.4990,-471.5155,-446.7938,-423.5561,-401.1928,-378.8304,-356.6272,-333.7470,-312.9380,-289.2945,-265.5653,-242.1712,-220.6305,-196.5915,-166.3874,-137.0227,-113.9444,
,,,,,,9.0000,-525.9011,-501.1496,-480.1868,-457.5742,-434.8089,-411.4909,-387.3754,-362.8580,-338.1658,-313.6989,-290.7323,-269.8873,-249.2968,-228.9860,-207.3097,-184.8353,-162.4875,-121.5128,-80.5381,-39.5633,,,15.0000,-566.3472,-539.7371,-514.1519,-488.5044,-462.7760,-436.8703,-410.2876,-385.4577,-360.6079,-335.7711,-313.1098,-291.6600,-268.7339,-245.7307,-222.7277,-199.9218,-178.0107,-152.8076,-125.1939,-97.6330,
,,,,,,10.0000,-534.8190,-510.3087,-486.9278,-464.3820,-441.7985,-417.8934,-390.6015,-362.5753,-334.4134,-306.2481,-278.9178,-254.5207,-231.0556,-207.6313,-183.6341,-159.0311,-134.4634,-107.7094,-78.4617,-50.2142,,,21.0000,-565.2868,-535.7243,-506.4209,-480.2430,-454.0341,-427.8188,-402.4597,-377.1885,-351.9232,-326.6515,-302.8922,-279.9307,-256.0654,-232.4973,-209.4165,-187.2274,-164.2531,-139.1163,-113.9984,-88.8806,
,,,,,,12.0000,-513.4064,-488.4807,-464.6996,-440.5109,-416.3037,-391.6643,-367.1174,-343.0302,-318.9274,-297.8441,-276.3318,-254.9679,-232.9035,-210.0851,-186.8179,-163.9100,-140.1345,-113.8055,-85.9400,-39.5633,,,22.0000,-535.6457,-508.8015,-483.9232,-461.5052,-438.5674,-414.8599,-391.2899,-369.4227,-347.7280,-327.0185,-305.1735,-284.1237,-262.2532,-239.6670,-216.1178,-193.3867,-169.5582,-141.2334,-116.7618,-93.6986,
,,,,,,14.0000,-534.7960,-508.0569,-481.7585,-456.2032,-431.0888,-406.2009,-381.0983,-355.5478,-329.7304,-303.8653,-278.6681,-256.9703,-235.5768,-214.1205,-192.3806,-169.5802,-147.3328,-124.0097,-81.7865,-39.5633,,,24.0000,-527.1499,-500.4150,-476.9723,-453.5426,-430.1136,-406.8628,-384.2755,-362.0992,-339.9217,-317.7126,-297.4752,-277.1204,-255.2849,-231.7046,-208.1230,-185.0897,-160.3764,-130.8445,-103.8488,-79.2646,
,,,,,,15.0000,-536.3052,-510.6758,-485.6591,-461.2739,-436.4039,-411.7340,-387.6232,-362.1837,-335.7704,-309.9804,-284.7828,-260.3666,-235.7515,-211.6958,-187.7353,-165.5263,-142.4329,-115.9542,-89.4319,-39.5633,,,26.0000,-534.8290,-508.4439,-483.1698,-456.1856,-429.2242,-401.8087,-374.9733,-349.3850,-323.7977,-298.5967,-276.6866,-255.3424,-234.0897,-212.0868,-188.7002,-165.0251,-138.7950,-107.9401,-76.9190,-45.9900,
,,,,,,17.0000,-494.1481,-465.6997,-438.5258,-413.6030,-388.3697,-363.1422,-337.8586,-312.9796,-288.0899,-263.1942,-240.0247,-216.4269,-191.9023,-168.1557,-143.7516,-120.0557,-96.5859,-73.0217,-49.6460,-26.4646,,,27.0000,-579.6586,-550.7469,-523.5995,-497.6803,-471.7323,-445.8091,-421.3186,-397.2223,-373.1234,-349.0780,-327.0292,-305.3110,-281.8889,-258.2903,-235.3506,-213.9768,-190.5215,-164.3943,-138.6709,-112.9480,
,,,,,,18.0000,-505.5511,-480.8090,-458.9661,-435.6249,-410.7509,-385.8819,-360.9176,-335.1971,-309.1814,-283.1547,-259.0800,-236.1778,-211.9565,-187.9216,-163.9711,-140.2491,-117.0200,-90.7917,-64.6010,-39.1271,,,30.0000,-593.6804,-573.7614,-554.5551,-530.2838,-505.5647,-478.4454,-451.9198,-426.2895,-400.6601,-375.7863,-353.9807,-332.8178,-310.5563,-286.5463,-262.1186,-238.2649,-213.0920,-185.3704,-132.3175,-79.2646,
,,,,,,19.0000,-492.8521,-465.3438,-440.0795,-416.2245,-392.0187,-367.2416,-340.4755,-316.5310,-292.5817,-270.7695,-249.5584,-228.5378,-206.9176,-184.8417,-161.5605,-137.7600,-114.2439,-88.4475,-60.4394,-34.5528,,,31.0000,-577.7658,-552.8227,-531.3007,-506.5158,-481.7578,-455.8836,-430.3184,-405.9131,-381.5088,-357.3749,-334.9997,-313.1253,-290.3104,-266.6097,-242.9178,-222.5535,-200.4967,-172.2768,-145.5914,-79.2646,
,,,,,,20.0000,-520.1634,-496.2926,-474.5740,-452.6529,-430.7557,-406.4647,-382.2770,-359.5053,-336.7152,-316.5812,-295.5791,-275.1017,-254.1454,-231.9361,-207.9372,-183.1866,-157.7825,-129.9075,-84.7354,-39.5633,,,34.0000,-564.1202,-536.7457,-513.7351,-489.5515,-465.2597,-439.6204,-415.1439,-390.7994,-366.4549,-342.4484,-320.7812,-300.2115,-276.7534,-254.3708,-234.5974,-214.3540,-190.4608,-161.3137,-133.5972,-111.7900,
,,,,,,24.0000,-510.5290,-483.9714,-458.2650,-431.7548,-404.8161,-377.9251,-350.4343,-323.2516,-296.0667,-270.5710,-248.3401,-226.2804,-204.3394,-182.8818,-160.6752,-138.8573,-116.3028,-91.1295,-64.2028,-39.5633,,Bad Rounds,1.0000,-482.5927,-459.0277,-434.0538,-409.5182,-384.9834,-360.5926,-336.1117,-310.6248,-285.1382,-259.6584,-233.5830,-206.1586,-178.7047,-151.2113,-127.1129,-104.0283,-78.8089,-50.2809,-20.8132,7.8546,
,,,,,,25.0000,-527.4585,-503.3489,-484.0229,-463.5582,-442.3327,-417.3537,-391.0724,-366.4415,-342.2351,-320.2402,-298.3412,-278.4490,-258.8731,-239.3964,-218.0954,-192.9988,-164.9407,-123.1482,-81.3558,-39.5633,,,5.0000,-435.5601,-406.6580,-380.4684,-355.2243,-329.9185,-305.0011,-281.7352,-259.2182,-236.6881,-215.4879,-194.1004,-172.4259,-149.9473,-127.4450,-106.1730,-84.2288,-59.8957,-30.9048,-4.0125,21.1592,
,,,,,,28.0000,-519.3222,-491.2087,-466.0467,-440.4057,-414.8100,-388.2777,-360.9772,-334.4829,-308.1098,-283.1606,-262.1269,-242.5898,-222.2695,-200.7333,-177.5919,-153.9584,-128.7722,-101.7320,-73.0052,-46.5829,,,6.0000,-906.4890,-896.5123,-883.5741,-869.4061,-853.1593,-834.1877,-808.7333,-783.2936,-757.8537,-732.3877,-709.3950,-687.2860,-667.9989,-652.0320,-635.6582,-616.4186,-595.9678,-571.9592,-543.6094,-514.8655,
,,,,,,29.0000,-504.1215,-476.8666,-451.5544,-426.1949,-399.6400,-372.6904,-343.9963,-316.5927,-289.1800,-264.1513,-241.5140,-218.7211,-196.2379,-173.0906,-149.6500,-126.6359,-102.4140,-75.0917,-46.3932,-21.3521,,,7.0000,-788.8298,-785.4300,-776.7195,-765.0235,-750.4557,-729.4227,-708.3072,-687.1893,-666.0712,-644.9277,-625.4009,-608.2309,-592.4417,-577.7707,-563.2493,-548.7285,-534.2755,-516.3680,-500.9798,-485.7400,
,,,,,Bad Rounds,1.0000,-307.0930,-277.8585,-253.8243,-232.2217,-209.7787,-185.1471,-156.7628,-126.9164,-101.2657,-75.5956,-49.8232,-24.9437,-1.0101,21.9571,45.2539,70.9533,100.7363,133.5433,167.7724,197.0421,,,8.0000,-339.5987,-313.8239,-289.6489,-263.7585,-237.8949,-210.3003,-184.3373,-159.2847,-134.2339,-109.9366,-88.0622,-66.8200,-45.3768,-23.0842,-0.6614,22.0776,45.9747,74.0203,103.0409,132.0612,
,,,,,,7.0000,-607.4030,-586.6682,-567.7171,-548.3458,-527.8138,-504.3408,-479.8407,-456.8382,-433.8231,-412.2853,-390.4114,-369.3384,-346.6459,-322.0854,-296.4972,-270.4599,-243.6495,-213.9024,-183.1025,-155.5099,,,10.0000,-373.5231,-350.9477,-328.6443,-305.3623,-281.6407,-257.4039,-233.4754,-209.6241,-185.7725,-162.9925,-142.8313,-123.5825,-104.8795,-84.9422,-63.3979,-42.0765,-18.6376,9.7815,36.0087,61.8976,
,,,,,,11.0000,-589.1564,-566.0670,-544.4825,-522.4470,-499.9468,-476.0657,-450.3605,-425.2127,-400.6768,-376.5534,-354.4936,-333.1787,-311.7462,-290.6183,-269.6998,-248.0455,-226.0721,-202.3073,-178.0639,-155.4556,,,11.0000,-437.7438,-413.1515,-389.0260,-364.6590,-340.0075,-314.4061,-290.9299,-267.4811,-245.1899,-223.2682,-202.8101,-183.0584,-163.4794,-142.9349,-120.6573,-97.6700,-72.5560,-43.2239,-16.9253,8.5030,
,,,,,,13.0000,-327.0501,-297.2444,-268.2168,-242.2177,-216.6740,-191.0996,-161.1375,-131.8939,-106.1747,-80.4377,-54.1947,-27.9410,-2.6476,21.9944,47.4085,74.0202,101.2455,130.5386,163.4338,191.3212,,,12.0000,-487.7174,-462.7031,-439.2435,-414.0261,-388.8556,-361.1813,-333.8508,-306.5668,-279.2827,-251.9991,-225.5796,-200.5242,-175.6494,-150.6545,-126.4924,-104.0436,-79.5080,-50.3889,-22.5384,5.3367,
,,,,,,16.0000,-320.2060,-289.0900,-259.3859,-233.2908,-207.1816,-181.0758,-153.4229,-127.7169,-104.1413,-80.5441,-58.1036,-34.4464,-10.0854,14.1414,39.5357,65.9645,92.6136,121.2955,154.2154,183.2045,,,16.0000,-582.5400,-521.0589,-495.5746,-482.0975,-471.1522,-473.7778,-474.9917,-474.5877,-473.5844,-473.4896,-473.4145,-471.0177,-465.7613,-464.2494,-459.5089,-452.4299,-441.4375,-420.9493,-377.0657,-307.9188,
,,,,,,21.0000,-331.4842,-303.1774,-277.3792,-251.6515,-225.3831,-198.8665,-171.6677,-145.8119,-119.9478,-96.4865,-73.4963,-50.9668,-28.9927,-6.9504,16.9312,42.2813,67.8792,96.1793,126.2437,150.3827,,,17.0000,-199.3900,-173.4799,-149.6131,-123.6114,-97.6214,-71.3807,-43.7723,-16.4955,10.7827,38.0634,63.8733,87.4327,110.9061,134.4990,158.0981,181.3469,205.7996,233.6402,261.7937,289.9435,
,,,,,,22.0000,-370.0090,-347.0577,-326.9087,-306.1278,-284.6378,-260.6115,-236.0578,-212.7880,-189.6244,-168.8958,-148.8566,-129.6065,-109.5068,-88.7202,-65.5979,-40.7405,-13.8802,15.7578,45.1933,69.9194,,,18.0000,-281.3597,-258.0500,-234.5760,-209.3387,-182.0982,-154.1225,-126.2569,-98.4301,-70.6012,-42.7730,-15.4633,9.5205,34.7542,59.6770,84.3055,108.3155,131.8722,159.6397,189.1263,217.0599,
,,,,,,23.0000,-391.0512,-366.0940,-341.0290,-316.4568,-291.6949,-267.4277,-243.9604,-221.0213,-201.0645,-182.9199,-163.2014,-143.7448,-124.0726,-103.5850,-80.9371,-55.6463,-28.9496,-0.7767,30.2591,55.1042,,,19.0000,-197.3434,-169.5592,-144.3507,-118.5632,-92.7565,-66.9542,-40.4891,-13.9578,12.5735,39.1072,64.2271,87.2637,109.7884,132.0098,154.2370,176.2065,200.2889,228.9183,258.4914,288.0633,
,,,,,,26.0000,-258.4101,-229.9365,-206.2837,-183.8289,-160.0073,-134.6503,-106.6777,-79.7318,-53.9852,-28.8354,-4.9932,17.7746,40.1730,62.5670,85.9648,111.7660,139.8740,169.4608,203.3535,229.9053,,,20.0000,-415.7233,-388.0652,-363.4753,-337.4757,-311.4731,-284.9272,-260.2167,-236.4142,-212.6141,-189.4991,-167.6354,-145.4659,-122.9195,-99.3062,-75.7052,-51.8196,-27.4216,0.5791,30.0721,59.5582,
,,,,,,27.0000,-266.3268,-236.7265,-207.7337,-180.2462,-152.6947,-124.9299,-95.4527,-68.8044,-42.6810,-16.8864,4.9670,26.9540,48.9026,71.5164,95.3945,120.6967,146.1627,173.6694,203.5742,229.6088,,,23.0000,-195.6917,-169.1891,-145.2066,-120.6834,-96.1619,-71.9749,-47.4023,-22.7649,1.8722,26.5762,49.8836,72.0129,94.5604,117.4178,139.6804,161.7168,185.7789,215.0730,242.1567,267.7865,
,,,,,,AVG,-510.2954,-484.2411,-460.0283,-436.0916,-411.8722,-387.0400,-361.2912,-336.0021,-310.6639,-286.3878,-263.4020,-241.1804,-218.8120,-196.4050,-173.3337,-149.8867,-126.0736,-98.6581,-68.5448,-36.0090,,,25.0000,-302.0331,-279.6037,-257.1044,-233.5764,-208.4714,-183.7747,-159.1529,-134.2436,-109.3341,-84.4495,-60.9382,-38.8401,-16.3601,6.3299,28.4806,50.0800,73.3864,100.1796,126.5655,152.9676,
,,,,,,STDEV,21.5603,22.1893,23.1454,23.5408,24.0806,24.2078,24.3242,24.1304,23.9579,24.0754,23.5975,24.0198,24.6343,25.2292,25.5132,25.4251,25.0262,22.4685,18.6909,13.6413,,,28.0000,-427.6265,-400.9773,-377.4158,-352.2712,-327.1283,-300.9092,-274.6649,-248.8606,-223.0573,-199.0018,-178.4846,-158.3973,-137.9932,-116.6556,-95.0780,-73.0755,-50.2350,-23.7797,2.4907,28.6076,
,,,,,,SEM,5.0818,5.2301,5.4554,5.5486,5.6758,5.7058,5.7333,5.6876,5.6469,5.6746,5.5620,5.6615,5.8064,5.9466,6.0135,5.9927,5.8987,5.2959,4.4055,3.2153,,,29.0000,-454.3214,-430.6571,-409.9286,-386.6564,-363.2147,-335.1367,-306.1656,-278.5785,-250.9754,-223.3713,-196.9029,-173.8963,-151.1771,-127.2037,-103.8973,-81.7715,-58.2221,-30.6227,-0.6009,27.7300,
,,,,,,SEMx2,10.1636,10.4601,10.9109,11.0972,11.3517,11.4117,11.4665,11.3752,11.2939,11.3492,11.1239,11.3231,11.6127,11.8932,12.0271,11.9855,11.7974,10.5917,8.8110,6.4306,,,32.0000,-694.3651,-669.8760,-644.9997,-619.5853,-594.6877,-572.1670,-550.4182,-528.6646,-506.8982,-486.7081,-468.1438,-448.5292,-427.5188,-406.2630,-386.3029,-366.5054,-344.0234,-317.9506,-291.9734,-265.9933,
,,,,,,TTest P,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,33.0000,-335.7960,-313.2470,-290.5572,-266.8892,-240.3710,-212.8848,-186.2452,-160.7714,-135.2943,-109.8019,-86.5699,-65.3929,-42.7425,-20.0208,2.5553,24.0224,47.6938,74.2937,100.1810,126.0712,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0000,225.1086,252.7500,279.0278,302.7842,326.7078,350.0323,372.7861,395.1448,417.2632,438.6268,458.6419,478.4301,499.3157,520.9475,543.3346,564.9847,587.7348,612.9971,634.1682,655.3694,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVG,-556.3116,-530.2530,-505.9046,-481.2101,-456.2381,-430.7568,-405.6962,-381.7443,-357.8015,-334.4121,-312.8022,-291.7324,-269.6239,-247.1364,-224.4506,-202.3101,-178.7440,-151.3619,-123.2375,-93.7946,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STDEV,19.4662,20.1775,20.9907,20.8272,20.7194,20.2744,20.0120,19.7010,19.4579,19.1560,18.7521,18.6388,18.1030,17.5171,17.3817,17.7990,18.1903,18.7330,17.1559,18.3883,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM,5.2026,5.3927,5.6100,5.5663,5.5375,5.4186,5.3484,5.2653,5.2003,5.1196,5.0117,4.9814,4.8382,4.6816,4.6455,4.7570,4.8615,5.0066,4.5851,4.9145,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEMx2,10.4051,10.7853,11.2200,11.1326,11.0750,10.8371,10.6969,10.5306,10.4007,10.2393,10.0234,9.9629,9.6765,9.3633,9.2909,9.5140,9.7231,10.0132,9.1702,9.8290,


Back.txt,Flat,10.02.13,1,2,Py,,,,,,,,,,,,,,,,,,,,,,,Rocks
,,,,,,2.0000,-467.4859,-440.9149,-415.3208,-391.3004,-366.7069,-342.1245,-317.1316,-293.0200,-268.9055,-245.7204,-224.1778,-201.2765,-178.1821,-154.8091,-130.7880,-105.3005,-80.1443,-53.5465,-25.8801,-0.0300,,,2.0000,-547.8860,-520.2074,-495.5498,-472.3039,-448.8465,-425.1201,-399.4951,-376.5838,-353.7017,-331.0865,-309.1617,-286.4660,-263.3601,-240.2642,-216.5578,-193.0958,-168.5830,-140.4220,-113.3126,-86.3179,
,,,,,,3.0000,-511.4664,-486.4793,-462.1807,-438.7027,-414.9288,-391.1660,-365.7085,-340.0069,-314.3135,-288.6150,-263.7873,-240.2143,-215.5595,-191.3872,-167.6841,-145.5507,-123.7940,-99.4429,-73.4465,-47.4571,,,3.0000,-557.9059,-531.1641,-506.9493,-481.1872,-455.2281,-428.8538,-402.5695,-377.9004,-353.2162,-328.5091,-306.9125,-285.9572,-265.0267,-244.3951,-223.4781,-202.5608,-181.2327,-156.9326,-131.2606,-105.7114,
,,,,,,4.0000,-454.1249,-427.3674,-401.5938,-377.6835,-353.8177,-329.9717,-305.4247,-281.6778,-257.9148,-234.1675,-212.5015,-189.8857,-167.3695,-144.7739,-122.3610,-99.4390,-76.7458,-53.0207,-29.3087,-5.9288,,,4.0000,-540.8116,-518.0528,-494.1827,-469.4717,-443.5621,-417.5914,-391.8159,-367.2827,-342.7448,-319.4130,-299.9348,-280.2017,-260.2772,-241.4945,-221.6697,-201.1881,-180.3122,-157.2734,-133.6549,-110.3350,
,,,,,,5.0000,-506.6099,-479.2667,-453.7960,-430.0275,-406.1703,-382.3291,-356.0552,-330.6700,-305.7354,-280.7971,-257.7283,-235.5215,-212.9707,-190.7421,-167.8944,-144.7373,-121.8961,-97.6076,-72.5710,-48.3353,,,9.0000,-545.2076,-519.2493,-494.0570,-469.9424,-445.4904,-420.6188,-394.8705,-371.4737,-348.0574,-325.6188,-304.3267,-284.2381,-264.0208,-243.1684,-220.5661,-197.2870,-172.4725,-142.5556,-116.9208,-93.6566,
,,,,,,6.0000,-516.4548,-489.0171,-465.7485,-442.8285,-420.1930,-396.7758,-372.4297,-348.4017,-324.3590,-303.0281,-280.5363,-257.0156,-234.2339,-211.2853,-186.7980,-160.5476,-133.5774,-104.0783,-74.7706,-47.6189,,,13.0000,-538.7633,-512.9261,-489.3619,-464.7357,-439.8991,-414.3952,-391.1484,-367.9541,-344.7459,-324.4893,-305.8222,-286.5424,-266.4426,-244.6550,-222.2458,-200.0897,-176.4035,-151.5597,-129.4919,-108.2200,
,,,,,,8.0000,-520.0962,-495.3224,-470.6317,-445.2344,-419.8577,-393.4332,-365.9588,-339.0871,-312.2191,-285.5807,-261.9096,-239.5161,-217.8862,-197.2217,-176.7043,-155.6870,-134.3284,-110.5460,-85.8378,-39.5633,,,14.0000,-569.6160,-544.9976,-520.6399,-496.4990,-471.5155,-446.7938,-423.5561,-401.1928,-378.8304,-356.6272,-333.7470,-312.9380,-289.2945,-265.5653,-242.1712,-220.6305,-196.5915,-166.3874,-137.0227,-113.9444,
,,,,,,9.0000,-525.9011,-501.1496,-480.1868,-457.5742,-434.8089,-411.4909,-387.3754,-362.8580,-338.1658,-313.6989,-290.7323,-269.8873,-249.2968,-228.9860,-207.3097,-184.8353,-162.4875,-121.5128,-80.5381,-39.5633,,,15.0000,-566.3472,-539.7371,-514.1519,-488.5044,-462.7760,-436.8703,-410.2876,-385.4577,-360.6079,-335.7711,-313.1098,-291.6600,-268.7339,-245.7307,-222.7277,-199.9218,-178.0107,-152.8076,-125.1939,-97.6330,
,,,,,,10.0000,-534.8190,-510.3087,-486.9278,-464.3820,-441.7985,-417.8934,-390.6015,-362.5753,-334.4134,-306.2481,-278.9178,-254.5207,-231.0556,-207.6313,-183.6341,-159.0311,-134.4634,-107.7094,-78.4617,-50.2142,,,21.0000,-565.2868,-535.7243,-506.4209,-480.2430,-454.0341,-427.8188,-402.4597,-377.1885,-351.9232,-326.6515,-302.8922,-279.9307,-256.0654,-232.4973,-209.4165,-187.2274,-164.2531,-139.1163,-113.9984,-88.8806,
,,,,,,12.0000,-513.4064,-488.4807,-464.6996,-440.5109,-416.3037,-391.6643,-367.1174,-343.0302,-318.9274,-297.8441,-276.3318,-254.9679,-232.9035,-210.0851,-186.8179,-163.9100,-140.1345,-113.8055,-85.9400,-39.5633,,,22.0000,-535.6457,-508.8015,-483.9232,-461.5052,-438.5674,-414.8599,-391.2899,-369.4227,-347.7280,-327.0185,-305.1735,-284.1237,-262.2532,-239.6670,-216.1178,-193.3867,-169.5582,-141.2334,-116.7618,-93.6986,
,,,,,,14.0000,-534.7960,-508.0569,-481.7585,-456.2032,-431.0888,-406.2009,-381.0983,-355.5478,-329.7304,-303.8653,-278.6681,-256.9703,-235.5768,-214.1205,-192.3806,-169.5802,-147.3328,-124.0097,-81.7865,-39.5633,,,24.0000,-527.1499,-500.4150,-476.9723,-453.5426,-430.1136,-406.8628,-384.2755,-362.0992,-339.9217,-317.7126,-297.4752,-277.1204,-255.2849,-231.7046,-208.1230,-185.0897,-160.3764,-130.8445,-103.8488,-79.2646,
,,,,,,15.0000,-536.3052,-510.6758,-485.6591,-461.2739,-436.4039,-411.7340,-387.6232,-362.1837,-335.7704,-309.9804,-284.7828,-260.3666,-235.7515,-211.6958,-187.7353,-165.5263,-142.4329,-115.9542,-89.4319,-39.5633,,,26.0000,-534.8290,-508.4439,-483.1698,-456.1856,-429.2242,-401.8087,-374.9733,-349.3850,-323.7977,-298.5967,-276.6866,-255.3424,-234.0897,-212.0868,-188.7002,-165.0251,-138.7950,-107.9401,-76.9190,-45.9900,
,,,,,,17.0000,-494.1481,-465.6997,-438.5258,-413.6030,-388.3697,-363.1422,-337.8586,-312.9796,-288.0899,-263.1942,-240.0247,-216.4269,-191.9023,-168.1557,-143.7516,-120.0557,-96.5859,-73.0217,-49.6460,-26.4646,,,27.0000,-579.6586,-550.7469,-523.5995,-497.6803,-471.7323,-445.8091,-421.3186,-397.2223,-373.1234,-349.0780,-327.0292,-305.3110,-281.8889,-258.2903,-235.3506,-213.9768,-190.5215,-164.3943,-138.6709,-112.9480,
